"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","information-level","trust","credibility","opinions","government-intervention","government-control-of-economy","free-trade","protectionism","pro-choice","tax-increase-to-offset-debt-and-deficit","crime-punishment-level","military-hawkishness","non-military-interventions","affirmative-action","prayer-in-schools","market-solution-to-healthcare","moralistic-law"
"459","100","292","19.4232689424407","-38.60516682633505","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"460","100","136","-5.437547217043509","8.108565867010654","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"461","100","244","-29.55746596117558","-49.57927140056637","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"462","100","79","-1.2665617366279776","-27.643331114118872","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"463","100","149","42.5351213475392","-3.4712482646797156","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"464","100","39","-55.29646585662995","38.57254595190328","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"465","100","125","-10.787889523518537","39.120053468270484","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"466","100","181","-38.92185113597405","45.03269456531385","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467","100","314","46.61241139399529","-20.70131129135367","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"468","100","203","8.607486959310208","60.50013049935136","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"469","100","81","27.79191591471944","50.49594362027767","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"470","100","218","-54.25552205002938","54.81784659609157","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"471","100","72","-31.172734692953057","18.785224677681455","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"472","100","260","-31.821456531397203","19.9029535796559","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"473","100","175","37.75892386151827","-53.519846856031926","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"474","100","26","-43.74733837017433","-18.114341980253997","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"475","100","358","-49.41328359456674","-12.364327251777475","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"476","100","12","-59.95777307955339","-8.810498337539613","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"477","100","232","-55.96024454817261","64.24696493106151","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"478","100","69","15.783046014430255","-12.221015828710264","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"479","100","40","47.75098136054427","-10.826127062204499","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"480","100","12","-8.95407354947806","-15.886922267249119","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"481","100","183","32.22903999611759","-53.10172497497709","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"482","100","300","-19.683196262407748","-46.73946119304959","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"483","100","327","-57.466952105928506","47.153205166736484","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"484","100","13","-29.841192335116098","15.916626682085493","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"485","100","119","-23.512261441529205","56.34106343121421","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"486","100","37","50.0072776467955","-18.4977198174578","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"487","100","39","33.27963391563044","-29.479274895891244","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"488","100","139","-39.23184209786321","-41.90921040171782","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"489","100","87","-1.961030568961462","22.822893043327213","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"490","100","71","-59.09483289105089","-21.539760169968794","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"491","100","257","-34.20265407022279","-61.82787549661725","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"492","100","323","53.79831208506303","-60.78777191186116","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"493","100","215","59.13724946525714","3.1413202088451726","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"494","100","228","13.817842392117626","-41.60297926836113","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"495","100","101","-10.436367397362794","20.140377711138655","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"496","100","148","49.86333076947612","-58.901061568044575","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"497","100","262","-9.622437614897748","-28.0851301920342","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"498","100","171","15.402738498398008","-30.724418574639834","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"499","100","227","12.894210097702313","51.987447696434515","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"500","100","241","-29.143402357875566","-13.594415918527709","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"501","100","48","0.4975728993329085","25.64986182211416","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"502","100","183","22.768714895320116","29.33899028427274","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"503","100","55","54.99228890258607","41.21219504675447","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"504","100","319","25.979794180343475","3.257569731360391","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"505","100","103","61.42007882413867","3.009461246096592","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"506","100","349","38.21360258626687","25.019288899524383","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"507","100","221","31.25274341733281","55.98226623959921","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"508","100","67","-62.10438182794524","-34.274452916162375","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"509","100","227","-51.13866085513174","51.673421618300864","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"510","100","88","33.04699202778427","-40.52894010017944","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"511","100","72","56.35481395018063","-25.180674610220045","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"512","100","93","48.19052615057572","-7.131157933417413","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"513","100","226","-45.163499902404496","-43.13055528359872","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"514","100","61","-8.254302905688903","-11.446401402158855","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"515","100","110","-11.083453261857535","43.50071264843176","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"516","100","202","-21.76156978442431","-49.772720546296185","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"517","100","282","-53.58234813222194","21.358583608003755","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"518","100","102","51.96168205882998","-33.074435137358996","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"519","100","141","30.485885118077306","-15.216611051403525","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"520","100","89","52.616192925575646","-40.961427136601046","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"521","100","137","-7.253488543079214","-19.807024056018243","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"522","100","225","6.947309133630526","-2.854913489850965","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"523","100","288","52.75925205446403","16.90961304386822","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"524","100","102","0.5374025273620617","-39.34573444313564","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"525","100","315","-12.514874541218013","-41.34845682737655","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"526","100","39","-29.090618056244665","-41.55627872931708","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"527","100","99","-22.104557143695274","-11.400571934446155","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"528","100","115","11.355139385423001","-24.586100243823005","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"529","100","217","-26.914365060872683","51.336657981307354","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"530","100","249","-39.131234576088865","38.804398860496846","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"531","100","91","35.06045822418292","46.90376736715723","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"532","100","5","-9.310687135503784","62.118065822114914","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"533","100","271","38.585963824008246","-48.23704603881776","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"534","100","64","49.57678002856116","33.25726871348246","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"535","100","63","-31.607511081860892","-31.421233156144005","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"536","100","321","-17.057256958345747","-13.24280591660198","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"537","100","58","36.27312329093016","-44.92424655491658","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"538","100","309","2.0629334169725126","-10.773692553629267","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"539","100","210","-61.738891411512455","20.491625763315668","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"540","100","9","-63.38419350414738","59.6690752142902","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"541","100","1","48.31788106429083","-15.516742834124116","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"542","100","246","-5.390947625764532","22.17199781893602","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"543","100","317","-9.522634476055401","-54.630669863583925","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"544","100","56","50.34423504360821","-30.16187810048904","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"545","100","207","55.75902663035865","-48.04304127566796","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"546","100","242","34.85675520037603","-61.413681275369655","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"547","100","266","48.22384435487004","-10.0423424439266","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"548","100","24","-38.89429591981166","-48.22648170814389","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"549","100","67","-45.34618760535905","-42.39914365534927","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"550","100","79","18.41358156671815","-32.2851585826142","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"551","100","135","50.08082433842448","22.88173446556995","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"552","100","336","-9.270447425410758","48.96280066702958","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"553","100","127","13.10332866021686","-59.20028632013278","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"554","100","171","-52.7554176159277","-50.338613784498676","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"555","100","345","14.626665968215889","0.20102453320050984","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"556","100","48","39.334621834648104","42.51794483290921","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"557","100","269","-60.425672199368336","-33.42129149413772","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"558","100","318","-57.988091552371706","-3.2544484513105303","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"559","100","295","-30.554378907591058","13.260645672936846","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"560","100","189","20.693667830327826","19.445233458655025","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"561","100","249","18.35261933040222","50.34218970995984","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"562","100","340","57.11634700047031","-40.98118117475213","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"563","100","85","-32.93775451834662","8.124171977682408","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"564","100","280","60.99895198969273","-4.8824581358394425","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"565","100","215","-20.02741696346552","32.56740080155723","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"566","100","34","9.892215958822774","13.465451869784644","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"567","100","189","-45.419161187109246","2.6598083631186853","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"568","100","57","-30.291943142824962","31.072297208904416","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"569","100","353","-37.20526152356789","47.10151497272405","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"570","100","13","-11.39393869361335","41.71065972880169","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"571","100","82","-6.217064179079195","42.75134287844553","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"572","100","33","47.32301353724998","-46.21760385581926","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"573","100","245","-31.212875002155286","-54.50204791749296","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"574","100","88","26.92122096857551","23.51006793007319","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"575","100","290","30.22645715341156","63.440874097451285","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"576","100","116","-37.13384422403608","41.01390006272054","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"577","100","286","-62.342444757612846","-11.027709243413348","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"578","100","243","28.831757028145688","-55.014074729617704","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"579","100","304","25.847376255383907","10.96385123554677","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"580","100","182","-51.035428480619956","-9.20688948728575","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"581","100","217","-0.3284996456032161","-41.54792613024054","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"582","100","26","57.55831956430332","-8.753367335876781","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"583","100","80","63.191242218213574","-3.700385281621436","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"584","100","53","14.987679892929108","18.32338687473731","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"585","100","45","-32.25567677994331","-55.64522671310232","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"586","100","33","53.53958427282595","-62.92246223423177","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"587","100","170","1.8587301614917777","-20.588727354080135","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"588","100","49","9.30082331126387","-42.70854886805857","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"589","100","243","20.940286336807404","-63.51123221714972","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"590","100","351","-15.620803579319869","23.115645406447726","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"591","100","267","53.17105655782187","53.52329950219385","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"592","100","267","-39.04612461029508","24.820330915958138","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"593","100","41","52.520146416995104","34.82529496415738","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"594","100","164","23.829606014104044","23.727504983525037","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"595","100","328","-33.6999228188258","-57.10316076872508","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"596","100","90","59.22528135302365","34.49462179699421","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"597","100","330","-23.482143809824407","61.01983064187402","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"598","100","163","15.683475496884782","58.292262409111956","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"599","100","292","44.10136287607648","48.37980225382212","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"600","100","283","-2.589738263513844","39.69828698699905","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"601","100","316","33.2013859787551","58.89226256914368","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"602","100","213","-61.79858150065954","-36.02300428413778","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"603","100","197","25.40426022966399","22.967485317561724","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"604","100","110","-28.765469440633098","48.325582242169645","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"605","100","352","52.73964255255005","55.581523925155864","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"606","100","350","-53.53013375505223","-63.91761305902187","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"607","100","155","-38.65544934878734","48.95200420784302","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"608","100","222","34.53083090139107","-45.2773321436431","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"609","100","71","-59.547687520858275","36.743535929972495","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"610","100","143","-3.503711195052567","11.11114866704331","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"611","100","56","37.91963479072149","0.6183276527265349","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"612","100","195","47.57452263572233","-57.98659918170735","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"613","100","204","-62.45005689729404","-11.494778342979245","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"614","100","185","58.364763692287525","-60.498196700067524","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
